year,state,candidate_party,name,popular_vote_ct,popular_vote_pct,electoral_vote,source
2012,Alabama,AL Republican,Willard Mitt Romney,1255925,60.55,9 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alabama,AL Democratic,Barack H. Obama,795696,38.36,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alabama,Independent,Gary Johnson,12328,0.59,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alabama,-,Write-ins,4011,0.19,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alabama,Independent,Jill Stein,3397,0.16,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alabama,Independent,"Virgil H. Goode, Jr.",2981,0.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=1&f=1&off=0&elect=0&minper=0
2012,Alaska,Republican,Willard Mitt Romney,164676,54.80,3 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=2&f=1&off=0&elect=0&minper=0
2012,Alaska,Democratic,Barack H. Obama,122640,40.81,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=2&f=1&off=0&elect=0&minper=0
2012,Alaska,Libertarian,Gary Johnson,7392,2.46,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=2&f=1&off=0&elect=0&minper=0
2012,Alaska,Green,Jill Stein,2917,0.97,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=2&f=1&off=0&elect=0&minper=0
2012,Alaska,-,Write-ins,2870,0.96,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=2&f=1&off=0&elect=0&minper=0
2012,Arizona,Republican,Willard Mitt Romney,1233654,53.48,11 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Democratic,Barack H. Obama,1025232,44.45,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Libertarian,Gary Johnson,32100,1.39,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Green,Jill Stein,7816,0.34,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,-,Write-ins,7312,0.32,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Write-in,"Virgil H. Goode, Jr.",289,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Write-in,Ross C. 'Rocky' Anderson,119,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Write-in,Jill Ann Reed,17,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,Write-in,Will Christensen,14,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arizona,"",Sheila Tittle,6,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=4&f=1&off=0&elect=0&minper=0
2012,Arkansas,Republican,Willard Mitt Romney,647744,60.57,6 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=5&f=1&off=0&elect=0&minper=0
2012,Arkansas,Democratic,Barack H. Obama,394409,36.88,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=5&f=1&off=0&elect=0&minper=0
2012,Arkansas,Libertarian,Gary Johnson,16276,1.52,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=5&f=1&off=0&elect=0&minper=0
2012,Arkansas,Green,Jill Stein,9305,0.87,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=5&f=1&off=0&elect=0&minper=0
2012,Arkansas,Socialism and Liberation,Peta Lindsay,1734,0.16,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=5&f=1&off=0&elect=0&minper=0
2012,California,Democratic,Barack H. Obama,7854285,60.16,55 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Republican,Willard Mitt Romney,4839958,37.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Libertarian,Gary Johnson,143221,1.10,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Green,Jill Stein,85638,0.66,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Peace & Freedom,Roseanne Barr,53824,0.41,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,-,Write-ins,38783,0.30,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,American Ind.,Thomas Hoefling,38372,0.29,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,Ross C. 'Rocky' Anderson,992,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,"Virgil H. Goode, Jr.",503,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,Stewart Alexander,82,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,Jerry White,79,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,James Harris,72,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,California,Write-in,Sheila Tittle,6,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=6&f=1&off=0&elect=0&minper=0
2012,Colorado,Democratic,Barack H. Obama,1323102,51.45,9 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Republican,Willard Mitt Romney,1185243,46.09,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Libertarian,Gary Johnson,35545,1.38,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Green,Jill Stein,7508,0.29,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,American Const.,"Virgil H. Goode, Jr.",6234,0.24,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Peace & Freedom,Roseanne Barr,5059,0.20,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Unaffiliated,Jill Ann Reed,2589,0.10,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,-,Write-ins,2324,0.09,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Justice,Ross C. 'Rocky' Anderson,1260,0.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,We the People,Sheila Tittle,792,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,America's Party,Thomas Hoefling,679,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Socialism and Liberation,Peta Lindsay,317,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Socialist USA,Stewart Alexander,308,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,American Third Position,Merlin Miller,266,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Objectivist,Thomas R. Stevens,235,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Socialist Workers,James Harris,192,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Socialist Equality,Jerry White,189,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Colorado,Write-in,Randall Terry,4,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=8&f=1&off=0&elect=0&minper=0
2012,Connecticut,Democratic,Barack H. Obama,905109,58.06,7 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Republican,Willard Mitt Romney,634899,40.72,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Libertarian,Gary Johnson,12580,0.81,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Independent,Ross C. 'Rocky' Anderson,5487,0.35,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Write-in,Jill Stein,863,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,-,Write-ins,25,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Write-in,Thomas Hoefling,25,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Connecticut,Write-in,James Harris,5,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=9&f=1&off=0&elect=0&minper=0
2012,Delaware,Democratic,Barack H. Obama,242584,58.61,3 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Republican,Willard Mitt Romney,165484,39.98,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Libertarian,Gary Johnson,3882,0.94,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Green,Jill Stein,1940,0.47,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Write-in,"Virgil H. Goode, Jr.",23,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Write-in,Thomas Hoefling,7,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,Delaware,Write-in,Jill Ann Reed,1,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=10&f=1&off=0&elect=0&minper=0
2012,District of Columbia,Democratic,Barack H. Obama,267070,90.91,3 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=11&f=1&off=0&elect=0&minper=0
2012,District of Columbia,Republican,Willard Mitt Romney,21381,7.28,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=11&f=1&off=0&elect=0&minper=0
2012,District of Columbia,DC Statehood Green,Jill Stein,2458,0.84,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=11&f=1&off=0&elect=0&minper=0
2012,District of Columbia,Libertarian,Gary Johnson,2083,0.71,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=11&f=1&off=0&elect=0&minper=0
2012,District of Columbia,-,Write-ins,772,0.26,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=11&f=1&off=0&elect=0&minper=0
2012,Florida,FL Democratic,Barack H. Obama,4237756,49.90,29 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Republican FL,Willard Mitt Romney,4163447,49.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Libertarian FL,Gary Johnson,44726,0.53,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,-,Write-ins,18002,0.21,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Green FL,Jill Stein,8947,0.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Peace & Freedom,Roseanne Barr,8154,0.10,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Objectivist FL,Thomas R. Stevens,3856,0.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Constitution FL,"Virgil H. Goode, Jr.",2607,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Justice FL,Ross C. 'Rocky' Anderson,1754,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,America's Party FL,Thomas Hoefling,946,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,"",Andre Barnett,820,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Socialist FL,Stewart Alexander,799,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Socialism and Liberation,Peta Lindsay,322,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,Write-in,Jill Ann Reed,36,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Florida,"",Richard Duncan,3,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=12&f=1&off=0&elect=0&minper=0
2012,Geogia,Republican,Willard Mitt Romney,2078688,53.19,16 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Democratic,Barack H. Obama,1773827,45.39,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Libertarian,Gary Johnson,45324,1.16,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,-,Write-ins,8377,0.21,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Write-in,Jill Stein,1516,0.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Write-in,"Virgil H. Goode, Jr.",432,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Write-in,Ross C. 'Rocky' Anderson,154,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Write-in,Jill Ann Reed,30,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Geogia,Write-in,James Harris,21,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=13&f=1&off=0&elect=0&minper=0
2012,Hawaii,Democratic,Barack H. Obama,306658,70.55,4 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=15&f=1&off=0&elect=0&minper=0
2012,Hawaii,Republican,Willard Mitt Romney,121015,27.84,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=15&f=1&off=0&elect=0&minper=0
2012,Hawaii,Libertarian,Gary Johnson,3840,0.88,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=15&f=1&off=0&elect=0&minper=0
2012,Hawaii,Green,Jill Stein,3184,0.73,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=15&f=1&off=0&elect=0&minper=0
2012,Idaho,Republican,Willard Mitt Romney,420911,64.09,4 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,Democratic,Barack H. Obama,212787,32.40,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,Libertarian,Gary Johnson,9453,1.44,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,-,Write-ins,4418,0.67,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,Independent,Jill Stein,4402,0.67,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,Independent,Ross C. 'Rocky' Anderson,2499,0.38,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,Constitution,"Virgil H. Goode, Jr.",2222,0.34,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,"",Roseanne Barr,39,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,"",Thomas Hoefling,8,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Idaho,"",Will Christensen,3,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=16&f=1&off=0&elect=0&minper=0
2012,Illinois,Democratic,Barack H. Obama,3019512,57.50,20 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,Republican,Willard Mitt Romney,2135216,40.66,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,Libertarian,Gary Johnson,56229,1.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,Green,Jill Stein,30222,0.58,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,-,Write-ins,9485,0.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,"","Virgil H. Goode, Jr.",415,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,"",Ross C. 'Rocky' Anderson,185,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,"",Jill Ann Reed,131,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,"",Thomas Hoefling,25,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Illinois,"",Jerry White,12,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=17&f=1&off=0&elect=0&minper=0
2012,Indiana,Republican,Willard Mitt Romney,1422872,54.04,11 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Democratic,Barack H. Obama,1154275,43.84,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Libertarian,Gary Johnson,50148,1.90,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,-,Write-ins,4865,0.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,Jill Stein,625,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,"Virgil H. Goode, Jr.",290,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,Thomas Hoefling,35,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,Stewart Alexander,17,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,Randall Terry,8,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Indiana,Write-in,Jill Ann Reed,8,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=18&f=1&off=0&elect=0&minper=0
2012,Iowa,Democratic,Barack H. Obama,822544,51.99,6 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Republican,Willard Mitt Romney,730617,46.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Libertarian,Gary Johnson,12926,0.82,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,-,Write-ins,7442,0.47,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,IA Green,Jill Stein,3769,0.24,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Constitution,"Virgil H. Goode, Jr.",3038,0.19,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Independent,Jerry Litzel,1027,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Socialist Workers,James Harris,445,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Iowa,Socialism and Liberation,Peta Lindsay,372,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=19&f=1&off=0&elect=0&minper=0
2012,Kansas,Republican,Willard Mitt Romney,689809,59.59,6 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Democratic,Barack H. Obama,439908,38.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Libertarian,Gary Johnson,20409,1.76,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Reform,Chuck Baldwin,4990,0.43,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,-,Write-ins,1326,0.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Jill Stein,714,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,"Virgil H. Goode, Jr.",187,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Ross C. 'Rocky' Anderson,95,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Roseanne Barr,58,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Andre Barnett,19,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Thomas Hoefling,12,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Jill Ann Reed,4,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kansas,Write-in,Will Christensen,1,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=20&f=1&off=0&elect=0&minper=0
2012,Kentucky,Republican,Willard Mitt Romney,1087190,60.47,8 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Democratic,Barack H. Obama,679370,37.78,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Libertarian,Gary Johnson,17063,0.95,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Independent,Randall Terry,6872,0.38,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Green,Jill Stein,6337,0.35,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,-,Write-ins,840,0.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Write-in,"Virgil H. Goode, Jr.",245,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Write-in,Ross C. 'Rocky' Anderson,60,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Write-in,Richard Duncan,37,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Write-in,Thomas Hoefling,30,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
2012,Kentucky,Write-in,Jerry White,4,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=2012&fips=21&f=1&off=0&elect=0&minper=0
