year,state,candidate_party,name,popular_vote_ct,popular_vote_pct,electoral_vote,source
1948,Pennsylvania,-,Write-ins,107,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=42&f=1&off=0&elect=0&minper=0
1948,Rhode Island,Democrat,Harry Truman,188736,57.59,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=44&f=1&off=0&elect=0&minper=0
1948,Rhode Island,Republican,Thomas Dewey,135787,41.44,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=44&f=1&off=0&elect=0&minper=0
1948,Rhode Island,Progressive,Henry Wallace,2619,0.80,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=44&f=1&off=0&elect=0&minper=0
1948,Rhode Island,Socialist,Norman Thomas,429,0.13,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=44&f=1&off=0&elect=0&minper=0
1948,Rhode Island,Socialist Labor,Edward Teichert,131,0.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=44&f=1&off=0&elect=0&minper=0
1948,South Carolina,State's Rights,J. Strom Thurmond,102607,71.97,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=45&f=1&off=0&elect=0&minper=0
1948,South Carolina,Democrat,Harry Truman,34423,24.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=45&f=1&off=0&elect=0&minper=0
1948,South Carolina,Republican,Thomas Dewey,5386,3.78,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=45&f=1&off=0&elect=0&minper=0
1948,South Carolina,Progressive,Henry Wallace,154,0.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=45&f=1&off=0&elect=0&minper=0
1948,South Carolina,Write-in,Norman Thomas,1,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=45&f=1&off=0&elect=0&minper=0
1948,South Dakota,Republican,Thomas Dewey,129651,51.84,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=46&f=1&off=0&elect=0&minper=0
1948,South Dakota,Democrat,Harry Truman,117653,47.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=46&f=1&off=0&elect=0&minper=0
1948,South Dakota,Independent,Henry Wallace,2801,1.12,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=46&f=1&off=0&elect=0&minper=0
1948,Tennessee,Democrat,Harry Truman,270402,49.14,11 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=47&f=1&off=0&elect=0&minper=0
1948,Tennessee,State's Rights,J. Strom Thurmond,73815,13.41,1 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=47&f=1&off=0&elect=0&minper=0
1948,Tennessee,Republican,Thomas Dewey,202914,36.87,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=47&f=1&off=0&elect=0&minper=0
1948,Tennessee,Progressive,Henry Wallace,1864,0.34,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=47&f=1&off=0&elect=0&minper=0
1948,Tennessee,Socialist,Norman Thomas,1288,0.23,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=47&f=1&off=0&elect=0&minper=0
1948,Texas,Democrat,Harry Truman,824235,65.96,23 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,Republican,Thomas Dewey,303467,24.29,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,State's Rights Dem,J. Strom Thurmond,113776,9.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,Progressive,Henry Wallace,3920,0.31,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,Prohibition,Claude Watson,3115,0.25,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,Socialist,Norman Thomas,919,0.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Texas,-,Write-ins,145,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=48&f=1&off=0&elect=0&minper=0
1948,Utah,Democrat,Harry Truman,149151,53.98,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=49&f=1&off=0&elect=0&minper=0
1948,Utah,Republican,Thomas Dewey,124402,45.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=49&f=1&off=0&elect=0&minper=0
1948,Utah,Prog. Party UT,Henry Wallace,2679,0.97,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=49&f=1&off=0&elect=0&minper=0
1948,Utah,Soc. Workers,Farrell Dobbs,73,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=49&f=1&off=0&elect=0&minper=0
1948,Vermont,Republican,Thomas Dewey,75926,61.54,3 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=50&f=1&off=0&elect=0&minper=0
1948,Vermont,Democrat,Harry Truman,45557,36.92,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=50&f=1&off=0&elect=0&minper=0
1948,Vermont,Progressive,Henry Wallace,1279,1.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=50&f=1&off=0&elect=0&minper=0
1948,Vermont,Socialist,Norman Thomas,585,0.47,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=50&f=1&off=0&elect=0&minper=0
1948,Vermont,-,Write-ins,35,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=50&f=1&off=0&elect=0&minper=0
1948,Virginia,Democrat,Harry Truman,200786,47.89,11 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Virginia,Republican,Thomas Dewey,172070,41.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Virginia,State's Rights,J. Strom Thurmond,43393,10.35,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Virginia,Progressive,Henry Wallace,2047,0.49,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Virginia,Socialist,Norman Thomas,726,0.17,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Virginia,Socialist Labor,Edward Teichert,234,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=51&f=1&off=0&elect=0&minper=0
1948,Washington,Democrat,Harry Truman,476165,52.61,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Republican,Thomas Dewey,386315,42.68,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Progressive,Henry Wallace,31692,3.50,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Prohibition,Claude Watson,6117,0.68,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Socialist,Norman Thomas,3534,0.39,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Socialist Labor,Edward Teichert,1133,0.13,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,Washington,Soc. Workers,Farrell Dobbs,103,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=53&f=1&off=0&elect=0&minper=0
1948,West Virginia,Democrat,Harry Truman,429188,57.32,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=54&f=1&off=0&elect=0&minper=0
1948,West Virginia,Republican,Thomas Dewey,316251,42.24,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=54&f=1&off=0&elect=0&minper=0
1948,West Virginia,Progressive,Henry Wallace,3311,0.44,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=54&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Democrat,Harry Truman,647310,50.70,12 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Republican,Thomas Dewey,590959,46.28,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Peop. Prog.,Henry Wallace,25282,1.98,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Socialist,Norman Thomas,12547,0.98,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Ind. Soc. Labor,Edward Teichert,399,0.03,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wisconsin,Ind. Soc. Workers,Farrell Dobbs,303,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=55&f=1&off=0&elect=0&minper=0
1948,Wyoming,Democrat,Harry Truman,52354,51.62,3 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=56&f=1&off=0&elect=0&minper=0
1948,Wyoming,Republican,Thomas Dewey,47947,47.27,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=56&f=1&off=0&elect=0&minper=0
1948,Wyoming,Progressive,Henry Wallace,931,0.92,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=56&f=1&off=0&elect=0&minper=0
1948,Wyoming,Socialist,Norman Thomas,137,0.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=56&f=1&off=0&elect=0&minper=0
1948,Wyoming,Socialist Labor,Edward Teichert,56,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1948&fips=56&f=1&off=0&elect=0&minper=0
1944,Alabama,Democrat,Franklin Roosevelt,198918,81.28,11 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=1&f=1&off=0&elect=0&minper=0
1944,Alabama,Republican,Thomas Dewey,44540,18.20,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=1&f=1&off=0&elect=0&minper=0
1944,Alabama,Prohibition,Claude Watson,1095,0.45,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=1&f=1&off=0&elect=0&minper=0
1944,Alabama,Socialist,Norman Thomas,190,0.08,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=1&f=1&off=0&elect=0&minper=0
1944,Arizona,Democrat,Franklin Roosevelt,80926,58.80,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=4&f=1&off=0&elect=0&minper=0
1944,Arizona,Republican,Thomas Dewey,56287,40.90,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=4&f=1&off=0&elect=0&minper=0
1944,Arizona,Prohibition,Claude Watson,421,0.31,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=4&f=1&off=0&elect=0&minper=0
1944,Arkansas,Democrat,Franklin Roosevelt,148965,69.95,9 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=5&f=1&off=0&elect=0&minper=0
1944,Arkansas,Republican,Thomas Dewey,63551,29.84,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=5&f=1&off=0&elect=0&minper=0
1944,Arkansas,Socialist,Norman Thomas,438,0.21,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=5&f=1&off=0&elect=0&minper=0
1944,California,Democrat,Franklin Roosevelt,1988564,56.48,25 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,California,Republican,Thomas Dewey,1512965,42.97,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,California,Prohibition,Claude Watson,14770,0.42,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,California,Write-in,Norman Thomas,2515,0.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,California,-,Write-ins,1881,0.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,California,Write-in,Edward Teichert,180,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=6&f=1&off=0&elect=0&minper=0
1944,Colorado,Republican,Thomas Dewey,268731,53.21,6 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=8&f=1&off=0&elect=0&minper=0
1944,Colorado,Democrat,Franklin Roosevelt,234331,46.40,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=8&f=1&off=0&elect=0&minper=0
1944,Colorado,Socialist,Norman Thomas,1977,0.39,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=8&f=1&off=0&elect=0&minper=0
1944,Connecticut,Democrat,Franklin Roosevelt,435146,52.30,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=9&f=1&off=0&elect=0&minper=0
1944,Connecticut,Republican,Thomas Dewey,390527,46.94,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=9&f=1&off=0&elect=0&minper=0
1944,Connecticut,Socialist,Norman Thomas,5097,0.61,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=9&f=1&off=0&elect=0&minper=0
1944,Connecticut,Socialist Labor,Edward Teichert,1220,0.15,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=9&f=1&off=0&elect=0&minper=0
1944,Delaware,Democrat,Franklin Roosevelt,68166,54.38,3 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=10&f=1&off=0&elect=0&minper=0
1944,Delaware,Republican,Thomas Dewey,56747,45.27,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=10&f=1&off=0&elect=0&minper=0
1944,Delaware,Prohibition,Claude Watson,294,0.23,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=10&f=1&off=0&elect=0&minper=0
1944,Delaware,Socialist,Norman Thomas,154,0.12,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=10&f=1&off=0&elect=0&minper=0
1944,Florida,Democrat,Franklin Roosevelt,339377,70.32,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=12&f=1&off=0&elect=0&minper=0
1944,Florida,Republican,Thomas Dewey,143215,29.68,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=12&f=1&off=0&elect=0&minper=0
1944,Geogia,Democrat,Franklin Roosevelt,268187,81.74,12 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=13&f=1&off=0&elect=0&minper=0
1944,Geogia,Republican,Thomas Dewey,59880,18.25,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=13&f=1&off=0&elect=0&minper=0
1944,Geogia,Prohibition,Claude Watson,36,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=13&f=1&off=0&elect=0&minper=0
1944,Geogia,Socialist,Norman Thomas,6,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=13&f=1&off=0&elect=0&minper=0
1944,Idaho,Democrat,Franklin Roosevelt,107399,51.55,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=16&f=1&off=0&elect=0&minper=0
1944,Idaho,Republican,Thomas Dewey,100137,48.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=16&f=1&off=0&elect=0&minper=0
1944,Idaho,Prohibition,Claude Watson,503,0.24,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=16&f=1&off=0&elect=0&minper=0
1944,Idaho,Socialist,Norman Thomas,282,0.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=16&f=1&off=0&elect=0&minper=0
1944,Illinois,Democrat,Franklin Roosevelt,2079479,51.52,28 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=17&f=1&off=0&elect=0&minper=0
1944,Illinois,Republican,Thomas Dewey,1939314,48.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=17&f=1&off=0&elect=0&minper=0
1944,Illinois,Socialist Labor,Edward Teichert,9677,0.24,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=17&f=1&off=0&elect=0&minper=0
1944,Illinois,Prohibition,Claude Watson,7411,0.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=17&f=1&off=0&elect=0&minper=0
1944,Illinois,Write-in,Norman Thomas,180,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=17&f=1&off=0&elect=0&minper=0
1944,Indiana,Republican,Thomas Dewey,875891,52.38,13 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=18&f=1&off=0&elect=0&minper=0
1944,Indiana,Democrat,Franklin Roosevelt,781403,46.73,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=18&f=1&off=0&elect=0&minper=0
1944,Indiana,Prohibition,Claude Watson,12574,0.75,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=18&f=1&off=0&elect=0&minper=0
1944,Indiana,Socialist,Norman Thomas,2223,0.13,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=18&f=1&off=0&elect=0&minper=0
1944,Iowa,Republican,Thomas Dewey,547267,51.99,10 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=19&f=1&off=0&elect=0&minper=0
1944,Iowa,Democrat,Franklin Roosevelt,499876,47.49,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=19&f=1&off=0&elect=0&minper=0
1944,Iowa,Prohibition,Claude Watson,3752,0.36,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=19&f=1&off=0&elect=0&minper=0
1944,Iowa,Socialist,Norman Thomas,1511,0.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=19&f=1&off=0&elect=0&minper=0
1944,Iowa,Socialist Labor,Edward Teichert,193,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=19&f=1&off=0&elect=0&minper=0
1944,Kansas,Republican,Thomas Dewey,442096,60.25,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=20&f=1&off=0&elect=0&minper=0
1944,Kansas,Democrat,Franklin Roosevelt,287458,39.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=20&f=1&off=0&elect=0&minper=0
1944,Kansas,Prohibition,Claude Watson,2609,0.36,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=20&f=1&off=0&elect=0&minper=0
1944,Kansas,Socialist,Norman Thomas,1613,0.22,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=20&f=1&off=0&elect=0&minper=0
1944,Kentucky,Democrat,Franklin Roosevelt,472589,54.45,11 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=21&f=1&off=0&elect=0&minper=0
1944,Kentucky,Republican,Thomas Dewey,392448,45.22,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=21&f=1&off=0&elect=0&minper=0
1944,Kentucky,Prohibition,Claude Watson,2023,0.23,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=21&f=1&off=0&elect=0&minper=0
1944,Kentucky,Socialist,Norman Thomas,535,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=21&f=1&off=0&elect=0&minper=0
1944,Kentucky,Socialist Labor,Edward Teichert,326,0.04,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=21&f=1&off=0&elect=0&minper=0
1944,Louisiana,Democrat,Franklin Roosevelt,281564,80.59,10 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=22&f=1&off=0&elect=0&minper=0
1944,Louisiana,Republican,Thomas Dewey,67750,19.39,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=22&f=1&off=0&elect=0&minper=0
1944,Louisiana,Independent,Write-ins,69,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=22&f=1&off=0&elect=0&minper=0
1944,Maine,Republican,Thomas Dewey,155434,52.44,5 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=23&f=1&off=0&elect=0&minper=0
1944,Maine,Democrat,Franklin Roosevelt,140631,47.45,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=23&f=1&off=0&elect=0&minper=0
1944,Maine,Socialist Labor,Edward Teichert,335,0.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=23&f=1&off=0&elect=0&minper=0
1944,Maryland,Democrat,Franklin Roosevelt,315490,51.85,8 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=24&f=1&off=0&elect=0&minper=0
1944,Maryland,Republican,Thomas Dewey,292949,48.15,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=24&f=1&off=0&elect=0&minper=0
1944,Massachusetts,Democrat,Franklin Roosevelt,1035296,52.80,16 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=25&f=1&off=0&elect=0&minper=0
1944,Massachusetts,Republican,Thomas Dewey,921350,46.99,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=25&f=1&off=0&elect=0&minper=0
1944,Massachusetts,Socialist Labor,Edward Teichert,2780,0.14,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=25&f=1&off=0&elect=0&minper=0
1944,Massachusetts,Prohibition,Claude Watson,973,0.05,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=25&f=1&off=0&elect=0&minper=0
1944,Massachusetts,-,Write-ins,266,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=25&f=1&off=0&elect=0&minper=0
1944,Michigan,Democrat,Franklin Roosevelt,1106899,50.19,19 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,Republican,Thomas Dewey,1084423,49.18,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,Prohibition,Claude Watson,6503,0.29,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,Socialist,Norman Thomas,4598,0.21,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,America First,Gerald Smith,1530,0.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,Socialist Labor,Edward Teichert,1264,0.06,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Michigan,-,Write-ins,6,0.00,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=26&f=1&off=0&elect=0&minper=0
1944,Minnesota,Democrat-F.L,Franklin Roosevelt,589864,52.41,11 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=27&f=1&off=0&elect=0&minper=0
1944,Minnesota,Republican,Thomas Dewey,527416,46.86,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=27&f=1&off=0&elect=0&minper=0
1944,Minnesota,Socialist,Norman Thomas,5073,0.45,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=27&f=1&off=0&elect=0&minper=0
1944,Minnesota,Industrial Gov't,Edward Teichert,3176,0.28,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=27&f=1&off=0&elect=0&minper=0
1944,Mississippi,Democrat,Franklin Roosevelt,168479,93.56,9 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=28&f=1&off=0&elect=0&minper=0
1944,Mississippi,Republican,Thomas Dewey,11601,6.44,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=28&f=1&off=0&elect=0&minper=0
1944,Missouri,Democrat,Franklin Roosevelt,807804,51.37,15 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=29&f=1&off=0&elect=0&minper=0
1944,Missouri,Republican,Thomas Dewey,761524,48.43,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=29&f=1&off=0&elect=0&minper=0
1944,Missouri,Socialist,Norman Thomas,1751,0.11,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=29&f=1&off=0&elect=0&minper=0
1944,Missouri,Prohibition,Claude Watson,1175,0.07,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=29&f=1&off=0&elect=0&minper=0
1944,Missouri,Socialist Labor,Edward Teichert,220,0.01,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=29&f=1&off=0&elect=0&minper=0
1944,Montana,Democrat,Franklin Roosevelt,112556,54.28,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=30&f=1&off=0&elect=0&minper=0
1944,Montana,Republican,Thomas Dewey,93163,44.93,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=30&f=1&off=0&elect=0&minper=0
1944,Montana,Socialist,Norman Thomas,1296,0.63,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=30&f=1&off=0&elect=0&minper=0
1944,Montana,Prohibition,Claude Watson,340,0.16,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=30&f=1&off=0&elect=0&minper=0
1944,Nebraska,Republican,Thomas Dewey,329880,58.58,6 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=31&f=1&off=0&elect=0&minper=0
1944,Nebraska,Democrat,Franklin Roosevelt,233246,41.42,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=31&f=1&off=0&elect=0&minper=0
1944,Nevada,Democrat,Franklin Roosevelt,29623,54.62,3 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=32&f=1&off=0&elect=0&minper=0
1944,Nevada,Republican,Thomas Dewey,24611,45.38,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=32&f=1&off=0&elect=0&minper=0
1944,New Hampshire,Democrat,Franklin Roosevelt,119663,52.11,4 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=33&f=1&off=0&elect=0&minper=0
1944,New Hampshire,Republican,Thomas Dewey,109916,47.87,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=33&f=1&off=0&elect=0&minper=0
1944,New Hampshire,Socialist,Norman Thomas,48,0.02,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=33&f=1&off=0&elect=0&minper=0
1944,New Jersey,Democrat,Franklin Roosevelt,987874,50.31,16 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=34&f=1&off=0&elect=0&minper=0
1944,New Jersey,Republican,Thomas Dewey,961335,48.95,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=34&f=1&off=0&elect=0&minper=0
1944,New Jersey,Socialist Labor,Edward Teichert,6939,0.35,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=34&f=1&off=0&elect=0&minper=0
1944,New Jersey,Nat'l Prohibition,Claude Watson,4255,0.22,0 ,http://uselectionatlas.org/RESULTS/state.php?year=1944&fips=34&f=1&off=0&elect=0&minper=0
